date,weekno,employee_id,name,status
22-Apr-22,W 17,Atq -433,JAYCE FUENTES,WFO
22-Apr-22,W 17,Atq -370,ELLA ROTH,WFO
22-Apr-22,W 17,Atq -423,rodrigo price,WFO
22-Apr-22,W 17,Atq -438,miles fields,WFO
22-Apr-22,W 17,Atq -349,TRYSTAN ORTEGA,WFO
22-Apr-22,W 17,Atq -459,IRIS WOODARD,WFO
22-Apr-22,W 17,Atq -419,faith hamilton,WFO
22-Apr-22,W 17,Atq -446,APRIL AYERS,WFO
22-Apr-22,W 17,Atq -334,BOSTON MORSE,WFO
22-Apr-22,W 17,Atq -343,myla klein,WFO
22-Apr-22,W 17,Atq -440,mckayla parker,WFO
22-Apr-22,W 17,Atq -405,sofia solis,WFO
22-Apr-22,W 17,Atq -450,MIYA HAMPTON,WFO
22-Apr-22,W 17,Atq -467,cason david,WFO
22-Apr-22,W 17,Atq -419,KAYLAH SCHULTZ,WFO
22-Apr-22,W 17,Atq -443,lyric bartlett,WFO
22-Apr-22,W 17,Atq -335,tori shannon,WFO
22-Apr-22,W 17,Atq -397,grace stone,WFO
22-Apr-22,W 17,Atq -404,ANA LITTLE,WFO
22-Apr-22,W 17,Atq -436,PHOENIX BRADY,WFO
22-Apr-22,W 17,Atq -441,loki lal,WFO
22-Apr-22,W 17,Atq -366,peter pandey,WFO
22-Apr-22,W 17,Atq -438,MEKHI SINGLETON,WFO
22-Apr-22,W 17,Atq -398,bo cordova,WFO
22-Apr-22,W 17,Atq -411,NEVAEH WALLER,WFO
22-Apr-22,W 17,Atq -462,JARVIS SINGH,WFO
22-Apr-22,W 17,Atq -406,thanos thakur,WFO
22-Apr-22,W 17,Atq -403,WILL MAHONEY,PL
22-Apr-22,W 17,Atq -331,JONAH HAMILTON,PL
22-Apr-22,W 17,Atq -348,weston horton,PL
22-Apr-22,W 17,Atq -335,madelynn gray,PL
22-Apr-22,W 17,Atq -400,chad macias,WFH
22-Apr-22,W 17,Atq -374,kaley fitzpatrick,WFH
22-Apr-22,W 17,Atq -470,JOVANI POPE,WFH
22-Apr-22,W 17,Atq -385,finnegan gilbert,WFH
22-Apr-22,W 17,Atq -430,maximus mckenzie,WFH
22-Apr-22,W 17,Atq -443,ANDREW CUMMINGS,WFH
22-Apr-22,W 17,Atq -382,gustavo ritter,WFH
22-Apr-22,W 17,Atq -408,nick orozco,WFH
22-Apr-22,W 17,Atq -405,CHRIS FRYE,WFH
22-Apr-22,W 17,Atq -396,joel cruz,WFH
22-Apr-22,W 17,Atq -458,JESSIE CARRILLO,WO
22-Apr-22,W 17,Atq -400,chad macias,WO
22-Apr-22,W 17,Atq -437,DALLAS WEEKS,WO
22-Apr-22,W 17,Atq -372,MILEY COMBS,WO
22-Apr-22,W 17,Atq -369,GRETA HORTON,WO
22-Apr-22,W 17,Atq -374,kaley fitzpatrick,WO
22-Apr-22,W 17,Atq -470,JOVANI POPE,WO
22-Apr-22,W 17,Atq -455,CAYLEE MEADOWS,WO
23-Apr-22,W 17,Atq -385,FINNEGAN GILBERT,WO
23-Apr-22,W 17,Atq -387,konner henson,WO
23-Apr-22,W 17,Atq -430,MAXIMUS MCKENZIE,WO
23-Apr-22,W 17,Atq -443,andrew cummings,WO
23-Apr-22,W 17,Atq -461,josh sharp,WO
23-Apr-22,W 17,Atq -453,nehemiah diaz,WO
23-Apr-22,W 17,Atq -376,dominique benjamin,WO
23-Apr-22,W 17,Atq -418,hillary kirk,WO
23-Apr-22,W 17,Atq -373,ISIAH SMALL,WO
23-Apr-22,W 17,Atq -382,GUSTAVO RITTER,WO
23-Apr-22,W 17,Atq -408,nick orozco,WO
23-Apr-22,W 17,Atq -418,marquis wyatt,WO
23-Apr-22,W 17,Atq -414,TITUS ANDERSEN,WO
23-Apr-22,W 17,Atq -403,WILL MAHONEY,WO
23-Apr-22,W 17,Atq -393,EMMA FREEMAN,WO
23-Apr-22,W 17,Atq -367,BRILEY ORR,WO
23-Apr-22,W 17,Atq -452,AYANNA ATKINS,WO
23-Apr-22,W 17,Atq -485,GREGORY CARR,WO
23-Apr-22,W 17,Atq -421,rylee mullins,WO
23-Apr-22,W 17,Atq -432,RYANN GUERRERO,WO
23-Apr-22,W 17,Atq -484,demarcus gordon,WO
23-Apr-22,W 17,Atq -428,ciara allison,WO
23-Apr-22,W 17,Atq -467,esperanza irwin,WO
23-Apr-22,W 17,Atq -396,KARMA REEVES,WO
23-Apr-22,W 17,Atq -472,cristofer bernard,WO
23-Apr-22,W 17,Atq -412,tucker austin,WO
23-Apr-22,W 17,Atq -398,salvatore hendrix,WO
23-Apr-22,W 17,Atq -484,adyson moyer,WO
23-Apr-22,W 17,Atq -385,jase ingram,WO
23-Apr-22,W 17,Atq -456,adriel pace,WO
23-Apr-22,W 17,Atq -375,kenley marsh,WO
23-Apr-22,W 17,Atq -475,london kim,WO
23-Apr-22,W 17,Atq -405,chris frye,WO
23-Apr-22,W 17,Atq -426,ROMAN COLON,WO
23-Apr-22,W 17,Atq -331,JONAH HAMILTON,WO
23-Apr-22,W 17,Atq -435,dean mclaughlin,WO
23-Apr-22,W 17,Atq -348,weston horton,WO
23-Apr-22,W 17,Atq -468,xiomara ruiz,WO
23-Apr-22,W 17,Atq -368,macie callahan,WO
23-Apr-22,W 17,Atq -475,REY NOVAK,WO
23-Apr-22,W 17,Atq -375,HAILEE FITZPATRICK,WO
23-Apr-22,W 17,Atq -433,JAYCE FUENTES,WO
23-Apr-22,W 17,Atq -370,ella roth,WO
23-Apr-22,W 17,Atq -423,RODRIGO PRICE,WO
23-Apr-22,W 17,Atq -438,miles fields,WO
23-Apr-22,W 17,Atq -349,TRYSTAN ORTEGA,WO
23-Apr-22,W 17,Atq -459,iris woodard,WO
23-Apr-22,W 17,Atq -396,joel cruz,WO
23-Apr-22,W 17,Atq -393,JANELLE RAYMOND,WO
23-Apr-22,W 17,Atq -419,FAITH HAMILTON,WO
23-Apr-22,W 17,Atq -446,april ayers,WO
23-Apr-22,W 17,Atq -334,boston morse,WO
23-Apr-22,W 17,Atq -343,myla klein,WO
23-Apr-22,W 17,Atq -335,MADELYNN GRAY,WO
23-Apr-22,W 17,Atq -440,MCKAYLA PARKER,WO
23-Apr-22,W 17,Atq -405,SOFIA SOLIS,WO
23-Apr-22,W 17,Atq -450,MIYA HAMPTON,WO
23-Apr-22,W 17,Atq -467,cason david,WO
23-Apr-22,W 17,Atq -419,KAYLAH SCHULTZ,WO
23-Apr-22,W 17,Atq -443,LYRIC BARTLETT,WO
23-Apr-22,W 17,Atq -335,tori shannon,WO
23-Apr-22,W 17,Atq -397,grace stone,WO
23-Apr-22,W 17,Atq -404,ana little,WO
23-Apr-22,W 17,Atq -436,PHOENIX BRADY,WO
23-Apr-22,W 17,Atq -441,loki lal,WO
23-Apr-22,W 17,Atq -366,peter pandey,WO
23-Apr-22,W 17,Atq -438,mekhi singleton,WO
23-Apr-22,W 17,Atq -398,bo cordova,WO
23-Apr-22,W 17,Atq -411,NEVAEH WALLER,WO
23-Apr-22,W 17,Atq -462,jarvis singh,WO
23-Apr-22,W 17,Atq -406,THANOS THAKUR,WO
23-Apr-22,W 18,Atq -458,JESSIE CARRILLO,WO
23-Apr-22,W 18,Atq -400,chad macias,WO
23-Apr-22,W 18,Atq -437,dallas weeks,WO
23-Apr-22,W 18,Atq -372,miley combs,WO
23-Apr-22,W 18,Atq -369,greta horton,WO
23-Apr-22,W 18,Atq -374,KALEY FITZPATRICK,WO
23-Apr-22,W 18,Atq -470,JOVANI POPE,WO
23-Apr-22,W 18,Atq -455,CAYLEE MEADOWS,WO
23-Apr-22,W 18,Atq -385,FINNEGAN GILBERT,WO
24-Apr-22,W 18,Atq -387,KONNER HENSON,WO
24-Apr-22,W 18,Atq -430,maximus mckenzie,WO
24-Apr-22,W 18,Atq -443,ANDREW CUMMINGS,WO
24-Apr-22,W 18,Atq -461,josh sharp,WO
24-Apr-22,W 18,Atq -453,NEHEMIAH DIAZ,WO
24-Apr-22,W 18,Atq -376,DOMINIQUE BENJAMIN,WO
24-Apr-22,W 18,Atq -418,HILLARY KIRK,WO
24-Apr-22,W 18,Atq -373,isiah small,WO
24-Apr-22,W 18,Atq -382,GUSTAVO RITTER,WO
24-Apr-22,W 18,Atq -408,NICK OROZCO,WO
24-Apr-22,W 18,Atq -418,MARQUIS WYATT,WO
24-Apr-22,W 18,Atq -414,titus andersen,WO
24-Apr-22,W 18,Atq -403,WILL MAHONEY,WO
24-Apr-22,W 18,Atq -393,emma freeman,WO
24-Apr-22,W 18,Atq -367,BRILEY ORR,WO
24-Apr-22,W 18,Atq -452,AYANNA ATKINS,WO
24-Apr-22,W 18,Atq -485,GREGORY CARR,WO
24-Apr-22,W 18,Atq -421,rylee mullins,WO
24-Apr-22,W 18,Atq -432,ryann guerrero,WO
24-Apr-22,W 18,Atq -484,demarcus gordon,WO
24-Apr-22,W 18,Atq -428,CIARA ALLISON,WO
24-Apr-22,W 18,Atq -467,ESPERANZA IRWIN,WO
24-Apr-22,W 18,Atq -396,KARMA REEVES,WO
24-Apr-22,W 18,Atq -472,cristofer bernard,WO
24-Apr-22,W 18,Atq -412,TUCKER AUSTIN,WO
24-Apr-22,W 18,Atq -398,salvatore hendrix,WO
24-Apr-22,W 18,Atq -484,adyson moyer,WO
24-Apr-22,W 18,Atq -385,jase ingram,WO
24-Apr-22,W 18,Atq -456,adriel pace,WO
24-Apr-22,W 18,Atq -375,kenley marsh,WO
24-Apr-22,W 18,Atq -475,london kim,WO
24-Apr-22,W 18,Atq -405,chris frye,WO
24-Apr-22,W 18,Atq -426,ROMAN COLON,WO
24-Apr-22,W 18,Atq -331,jonah hamilton,WO
24-Apr-22,W 18,Atq -435,dean mclaughlin,WO
24-Apr-22,W 18,Atq -348,weston horton,WO
24-Apr-22,W 18,Atq -468,XIOMARA RUIZ,WO
24-Apr-22,W 18,Atq -368,MACIE CALLAHAN,WO
24-Apr-22,W 18,Atq -475,rey novak,WO
24-Apr-22,W 18,Atq -375,hailee fitzpatrick,WO
24-Apr-22,W 18,Atq -433,jayce fuentes,WO
24-Apr-22,W 18,Atq -370,ELLA ROTH,WO
24-Apr-22,W 18,Atq -423,RODRIGO PRICE,WO
24-Apr-22,W 18,Atq -438,miles fields,WO
24-Apr-22,W 18,Atq -349,trystan ortega,WO
24-Apr-22,W 18,Atq -459,IRIS WOODARD,WO
24-Apr-22,W 18,Atq -396,joel cruz,WO
24-Apr-22,W 18,Atq -393,janelle raymond,WO
24-Apr-22,W 18,Atq -419,faith hamilton,WO
24-Apr-22,W 18,Atq -446,april ayers,WO
24-Apr-22,W 18,Atq -334,BOSTON MORSE,WO
24-Apr-22,W 18,Atq -343,myla klein,WO
24-Apr-22,W 18,Atq -335,MADELYNN GRAY,WO
24-Apr-22,W 18,Atq -440,MCKAYLA PARKER,WO
24-Apr-22,W 18,Atq -405,SOFIA SOLIS,WO
24-Apr-22,W 18,Atq -450,MIYA HAMPTON,WO
24-Apr-22,W 18,Atq -467,CASON DAVID,WO
24-Apr-22,W 18,Atq -419,KAYLAH SCHULTZ,WO
24-Apr-22,W 18,Atq -443,LYRIC BARTLETT,WO
24-Apr-22,W 18,Atq -335,TORI SHANNON,WO
24-Apr-22,W 18,Atq -397,grace stone,WO
24-Apr-22,W 18,Atq -404,ANA LITTLE,WO
24-Apr-22,W 18,Atq -436,phoenix brady,WO
24-Apr-22,W 18,Atq -441,loki lal,WO
24-Apr-22,W 18,Atq -366,PETER PANDEY,WO
24-Apr-22,W 18,Atq -438,MEKHI SINGLETON,WO
24-Apr-22,W 18,Atq -398,bo cordova,WO
24-Apr-22,W 18,Atq -411,NEVAEH WALLER,WO
24-Apr-22,W 18,Atq -462,jarvis singh,WO
24-Apr-22,W 18,Atq -406,THANOS THAKUR,WO
24-Apr-22,W 18,Atq -458,JESSIE CARRILLO,WFO
24-Apr-22,W 18,Atq -437,DALLAS WEEKS,WFO
24-Apr-22,W 18,Atq -372,miley combs,WFO
24-Apr-22,W 18,Atq -369,GRETA HORTON,WFO
24-Apr-22,W 18,Atq -455,caylee meadows,WFO
24-Apr-22,W 18,Atq -385,FINNEGAN GILBERT,WFO
24-Apr-22,W 18,Atq -387,konner henson,WFO
24-Apr-22,W 18,Atq -443,andrew cummings,WFO
24-Apr-22,W 18,Atq -461,JOSH SHARP,WFO
25-Apr-22,W 18,Atq -453,nehemiah diaz,WFO
25-Apr-22,W 18,Atq -376,DOMINIQUE BENJAMIN,WFO
25-Apr-22,W 18,Atq -418,hillary kirk,WFO
25-Apr-22,W 18,Atq -373,isiah small,WFO
25-Apr-22,W 18,Atq -408,nick orozco,WFO
25-Apr-22,W 18,Atq -418,MARQUIS WYATT,WFO
25-Apr-22,W 18,Atq -414,TITUS ANDERSEN,WFO
25-Apr-22,W 18,Atq -403,will mahoney,WFO
25-Apr-22,W 18,Atq -367,briley orr,WFO
25-Apr-22,W 18,Atq -452,ayanna atkins,WFO
25-Apr-22,W 18,Atq -421,rylee mullins,WFO
25-Apr-22,W 18,Atq -432,RYANN GUERRERO,WFO
25-Apr-22,W 18,Atq -484,DEMARCUS GORDON,WFO
25-Apr-22,W 18,Atq -428,CIARA ALLISON,WFO
25-Apr-22,W 18,Atq -467,ESPERANZA IRWIN,WFO
25-Apr-22,W 18,Atq -396@,karma reeves,WFO
25-Apr-22,W 18,Atq -472,CRISTOFER BERNARD,WFO
25-Apr-22,W 18,Atq -412,tucker austin,WFO
25-Apr-22,W 18,Atq -398,SALVATORE HENDRIX,WFO
25-Apr-22,W 18,Atq -484,adyson moyer,WFO
25-Apr-22,W 18,Atq -385,jase ingram,WFO
25-Apr-22,W 18,Atq -456,adriel pace,WFO
25-Apr-22,W 18,Atq -375,KENLEY MARSH,WFO
25-Apr-22,W 18,Atq -475,london kim,WFO
25-Apr-22,W 18,Atq -405,chris frye,WFO
25-Apr-22,W 18,Atq -331,jonah hamilton,WFO
25-Apr-22,W 18,Atq -435,DEAN MCLAUGHLIN,WFO
25-Apr-22,W 18,Atq -348,WESTON HORTON,WFO
25-Apr-22,W 18,Atq -468,XIOMARA RUIZ,WFO
25-Apr-22,W 18,Atq -368,macie callahan,WFO
25-Apr-22,W 18,Atq -475,rey novak,WFO
25-Apr-22,W 18,Atq -375,hailee fitzpatrick,WFO
25-Apr-22,W 18,Atq -433,jayce fuentes,WFO
25-Apr-22,W 18,Atq -370,ella roth,WFO
25-Apr-22,W 18,Atq -423,rodrigo price,WFO
25-Apr-22,W 18,Atq -438,MILES FIELDS,WFO
25-Apr-22,W 18,Atq -349,trystan ortega,WFO
25-Apr-22,W 18,Atq -459,iris woodard,WFO
25-Apr-22,W 18,Atq -446,april ayers,WFO
25-Apr-22,W 18,Atq -334,BOSTON MORSE,WFO
25-Apr-22,W 18,Atq -343,myla klein,WFO
25-Apr-22,W 18,Atq -335,MADELYNN GRAY,WFO
25-Apr-22,W 18,Atq -440,MCKAYLA PARKER,WFO
25-Apr-22,W 18,Atq -405,SOFIA SOLIS,WFO
25-Apr-22,W 18,Atq -450,miya hampton,WFO
25-Apr-22,W 18,Atq -467,CASON DAVID,WFO
25-Apr-22,W 18,Atq -419,KAYLAH SCHULTZ,WFO
25-Apr-22,W 18,Atq -443,lyric bartlett,WFO
25-Apr-22,W 18,Atq -335,TORI SHANNON,WFO
25-Apr-22,W 18,Atq -397,grace stone,WFO
25-Apr-22,W 18,Atq -404,ana little,WFO
25-Apr-22,W 18,Atq -436,phoenix brady,WFO
25-Apr-22,W 18,Atq -441,loki lal,WFO
25-Apr-22,W 18,Atq -438,mekhi singleton,WFO
25-Apr-22,W 18,Atq -398,BO CORDOVA,WFO
25-Apr-22,W 18,Atq -411,NEVAEH WALLER,WFO
25-Apr-22,W 18,Atq -462,JARVIS SINGH,WFO
25-Apr-22,W 18,Atq -406,THANOS THAKUR,WFO
25-Apr-22,W 18,Atq -419,faith hamilton,PL
25-Apr-22,W 18,Atq -366,PETER PANDEY,PL
25-Apr-22,W 18,Atq -400,chad macias,WFH
25-Apr-22,W 18,Atq -374,kaley fitzpatrick,WFH
25-Apr-22,W 18,Atq -470,jovani pope,WFH
25-Apr-22,W 18,Atq -430,maximus mckenzie,WFH
25-Apr-22,W 18,Atq -382,GUSTAVO RITTER,WFH
25-Apr-22,W 18,Atq -393,emma freeman,WFH
25-Apr-22,W 18,Atq -396,JOEL CRUZ,WFH
25-Apr-22,W 18,Atq -458,JESSIE CARRILLO,WFO
25-Apr-22,W 18,Atq -400,chad macias,WFO
25-Apr-22,W 18,Atq -437,dallas weeks,WFO
25-Apr-22,W 18,Atq -372,miley combs,WFO
25-Apr-22,W 18,Atq -369,greta horton,WFO
25-Apr-22,W 18,Atq -385,FINNEGAN GILBERT,WFO
25-Apr-22,W 18,Atq -387,KONNER HENSON,WFO
25-Apr-22,W 18,Atq -461,josh sharp,WFO
25-Apr-22,W 18,Atq -453,nehemiah diaz,WFO
26-Apr-22,W 18,Atq -376,DOMINIQUE BENJAMIN,WFO
26-Apr-22,W 18,Atq -418,hillary kirk,WFO
26-Apr-22,W 18,Atq -373,ISIAH SMALL,WFO
26-Apr-22,W 18,Atq -418,marquis wyatt,WFO
26-Apr-22,W 18,Atq -414,titus andersen,WFO
26-Apr-22,W 18,Atq -403,will mahoney,WFO
26-Apr-22,W 18,Atq -393,emma freeman,WFO
26-Apr-22,W 18,Atq -367,BRILEY ORR,WFO
26-Apr-22,W 18,Atq -452,AYANNA ATKINS,WFO
26-Apr-22,W 18,Atq -421,RYLEE MULLINS,WFO
26-Apr-22,W 18,Atq -432,RYANN GUERRERO,WFO
26-Apr-22,W 18,Atq -484,demarcus gordon,WFO
26-Apr-22,W 18,Atq -467,ESPERANZA IRWIN,WFO
26-Apr-22,W 18,Atq -396,KARMA REEVES,WFO
26-Apr-22,W 18,Atq -472,cristofer bernard,WFO
26-Apr-22,W 18,Atq -412,TUCKER AUSTIN,WFO
26-Apr-22,W 18,Atq -398,salvatore hendrix,WFO
26-Apr-22,W 18,Atq -484,ADYSON MOYER,WFO
26-Apr-22,W 18,Atq -385,JASE INGRAM,WFO
26-Apr-22,W 18,Atq -456,ADRIEL PACE,WFO
26-Apr-22,W 18,Atq -375,KENLEY MARSH,WFO
26-Apr-22,W 18,Atq -475,london kim,WFO
26-Apr-22,W 18,Atq -405,chris frye,WFO
26-Apr-22,W 18,Atq -331,JONAH HAMILTON,WFO
26-Apr-22,W 18,Atq -435,DEAN MCLAUGHLIN,WFO
26-Apr-22,W 18,Atq -348,weston horton,WFO
26-Apr-22,W 18,Atq -468,xiomara ruiz,WFO
26-Apr-22,W 18,Atq -368,MACIE CALLAHAN,WFO
26-Apr-22,W 18,Atq -475,REY NOVAK,WFO
26-Apr-22,W 18,Atq -375,HAILEE FITZPATRICK,WFO
26-Apr-22,W 18,Atq -433,jayce fuentes,WFO
26-Apr-22,W 18,Atq -370,ella roth,WFO
26-Apr-22,W 18,Atq -423,RODRIGO PRICE,WFO
26-Apr-22,W 18,Atq -438,MILES FIELDS,WFO
26-Apr-22,W 18,Atq -459,iris woodard,WFO
26-Apr-22,W 18,Atq -419,FAITH HAMILTON,WFO
26-Apr-22,W 18,Atq -446,april ayers,WFO
26-Apr-22,W 18,Atq -334,boston morse,WFO
26-Apr-22,W 18,Atq -343,myla klein,WFO
26-Apr-22,W 18,Atq -335,MADELYNN GRAY,WFO
26-Apr-22,W 18,Atq -440,MCKAYLA PARKER,WFO
26-Apr-22,W 18,Atq -405,sofia solis,WFO
26-Apr-22,W 18,Atq -450,miya hampton,WFO
26-Apr-22,W 18,Atq -467,CASON DAVID,WFO
26-Apr-22,W 18,Atq -419,kaylah schultz,WFO
26-Apr-22,W 18,Atq -443,lyric bartlett,WFO
26-Apr-22,W 18,Atq -335,TORI SHANNON,WFO
26-Apr-22,W 18,Atq -397,grace stone,WFO
26-Apr-22,W 18,Atq -404,ANA LITTLE,WFO
26-Apr-22,W 18,Atq -436,PHOENIX BRADY,WFO
26-Apr-22,W 18,Atq -441,LOKI LAL,WFO
26-Apr-22,W 18,Atq -366,peter pandey,WFO
26-Apr-22,W 18,Atq -438,MEKHI SINGLETON,WFO
26-Apr-22,W 18,Atq -398,bo cordova,WFO
26-Apr-22,W 18,Atq -411,nevaeh waller,WFO
26-Apr-22,W 18,Atq -462,JARVIS SINGH,WFO
26-Apr-22,W 18,Atq -406,THANOS THAKUR,WFO
26-Apr-22,W 18,Atq -374,KALEY FITZPATRICK,WFH
26-Apr-22,W 18,Atq -470,jovani pope,WFH
26-Apr-22,W 18,Atq -455,caylee meadows,WFH
26-Apr-22,W 18,Atq -430,MAXIMUS MCKENZIE,WFH
26-Apr-22,W 18,Atq -443,ANDREW CUMMINGS,WFH
26-Apr-22,W 18,Atq -382,gustavo ritter,WFH
26-Apr-22,W 18,Atq -396,JOEL CRUZ,WFH
26-Apr-22,W 18,Atq -458,JESSIE CARRILLO,WFO
26-Apr-22,W 18,Atq -400,CHAD MACIAS,WFO
26-Apr-22,W 18,Atq -437,DALLAS WEEKS,WFO
26-Apr-22,W 18,Atq -372,MILEY COMBS,WFO
26-Apr-22,W 18,Atq -369,GRETA HORTON,WFO
26-Apr-22,W 18,Atq -385,finnegan gilbert,WFO
26-Apr-22,W 18,Atq -387,konner henson,WFO
26-Apr-22,W 18,Atq -461,JOSH SHARP,WFO
26-Apr-22,W 18,Atq -453,nehemiah diaz,WFO
27-Apr-22,W 18,Atq -376,dominique benjamin,WFO
27-Apr-22,W 18,Atq -418,hillary kirk,WFO
27-Apr-22,W 18,Atq -373,isiah small,WFO
27-Apr-22,W 18,Atq -408,nick orozco,WFO
27-Apr-22,W 18,Atq -418,MARQUIS WYATT,WFO
27-Apr-22,W 18,Atq -414,TITUS ANDERSEN,WFO
27-Apr-22,W 18,Atq -403,will mahoney,WFO
27-Apr-22,W 18,Atq -393,EMMA FREEMAN,WFO
27-Apr-22,W 18,Atq -367,briley orr,WFO
27-Apr-22,W 18,Atq -452,ayanna atkins,WFO
27-Apr-22,W 18,Atq -421,RYLEE MULLINS,WFO
27-Apr-22,W 18,Atq -432,RYANN GUERRERO,WFO
27-Apr-22,W 18,Atq -484,demarcus gordon,WFO
27-Apr-22,W 18,Atq -467,ESPERANZA IRWIN,WFO
27-Apr-22,W 18,Atq -396,karma reeves,WFO
27-Apr-22,W 18,Atq -472,cristofer bernard,WFO
27-Apr-22,W 18,Atq -412,TUCKER AUSTIN,WFO
27-Apr-22,W 18,Atq -398,SALVATORE HENDRIX,WFO
27-Apr-22,W 18,Atq -484,ADYSON MOYER,WFO
27-Apr-22,W 18,Atq -385,jase ingram,WFO
27-Apr-22,W 18,Atq -456,ADRIEL PACE,WFO
27-Apr-22,W 18,Atq -375,kenley marsh,WFO
27-Apr-22,W 18,Atq -475,london kim,WFO
27-Apr-22,W 18,Atq -405,chris frye,WFO
27-Apr-22,W 18,Atq -331,JONAH HAMILTON,WFO
27-Apr-22,W 18,Atq -435,DEAN MCLAUGHLIN,WFO
27-Apr-22,W 18,Atq -348,WESTON HORTON,WFO
27-Apr-22,W 18,Atq -468,xiomara ruiz,WFO
27-Apr-22,W 18,Atq -368,macie callahan,WFO
27-Apr-22,W 18,Atq -475,rey novak,WFO
27-Apr-22,W 18,Atq -375,hailee fitzpatrick,WFO
27-Apr-22,W 18,Atq -433,jayce fuentes,WFO
27-Apr-22,W 18,Atq -423,RODRIGO PRICE,WFO
27-Apr-22,W 18,Atq -438,MILES FIELDS,WFO
27-Apr-22,W 18,Atq -459,IRIS WOODARD,WFO
27-Apr-22,W 18,Atq -419,faith hamilton,WFO
27-Apr-22,W 18,Atq -446,APRIL AYERS,WFO
27-Apr-22,W 18,Atq -334,boston morse,WFO
27-Apr-22,W 18,Atq -343,MYLA KLEIN,WFO
27-Apr-22,W 18,Atq -335,MADELYNN GRAY,WFO
27-Apr-22,W 18,Atq -440,MCKAYLA PARKER,WFO
27-Apr-22,W 18,Atq -405,sofia solis,WFO
27-Apr-22,W 18,Atq -450,MIYA HAMPTON,WFO
27-Apr-22,W 18,Atq -467,CASON DAVID,WFO
27-Apr-22,W 18,Atq -419,kaylah schultz,WFO
27-Apr-22,W 18,Atq -443,lyric bartlett,WFO
27-Apr-22,W 18,Atq -335,TORI SHANNON,WFO
27-Apr-22,W 18,Atq -397,GRACE STONE,WFO
27-Apr-22,W 18,Atq -404,ana little,WFO
27-Apr-22,W 18,Atq -436,PHOENIX BRADY,WFO
27-Apr-22,W 18,Atq -441,loki lal,WFO
27-Apr-22,W 18,Atq -366,peter pandey,WFO
27-Apr-22,W 18,Atq -438,MEKHI SINGLETON,WFO
27-Apr-22,W 18,Atq -411,NEVAEH WALLER,WFO
27-Apr-22,W 18,Atq -462,jarvis singh,WFO
27-Apr-22,W 18,Atq -406,THANOS THAKUR,WFO
27-Apr-22,W 18,Atq -398,bo cordova,WFH
27-Apr-22,W 18,Atq -374,KALEY FITZPATRICK,WFH
27-Apr-22,W 18,Atq -470,jovani pope,WFH
27-Apr-22,W 18,Atq -430,MAXIMUS MCKENZIE,WFH
27-Apr-22,W 18,Atq -443,andrew cummings,WFH
27-Apr-22,W 18,Atq -382,GUSTAVO RITTER,WFH
27-Apr-22,W 18,Atq -370,ELLA ROTH,WFH
27-Apr-22,W 18,Atq -396,JOEL CRUZ,WFH
27-Apr-22,W 18,Atq -458,jessie carrillo,WFO
27-Apr-22,W 18,Atq -400,CHAD MACIAS,WFO
27-Apr-22,W 18,Atq -437,dallas weeks,WFO
27-Apr-22,W 18,Atq -372,MILEY COMBS,WFO
27-Apr-22,W 18,Atq -369,greta horton,WFO
27-Apr-22,W 18,Atq -385,finnegan gilbert,WFO
27-Apr-22,W 18,Atq -387,KONNER HENSON,WFO
27-Apr-22,W 18,Atq -461,josh sharp,WFO
27-Apr-22,W 18,Atq -453,NEHEMIAH DIAZ,WFO
28-Apr-22,W 18,Atq -376,dominique benjamin,WFO
28-Apr-22,W 18,Atq -418,hillary kirk,WFO
28-Apr-22,W 18,Atq -373,ISIAH SMALL,WFO
28-Apr-22,W 18,Atq -408,NICK OROZCO,WFO
28-Apr-22,W 18,Atq -418,MARQUIS WYATT,WFO
28-Apr-22,W 18,Atq -414,titus andersen,WFO
28-Apr-22,W 18,Atq -403,will mahoney,WFO
28-Apr-22,W 18,Atq -393,EMMA FREEMAN,WFO
28-Apr-22,W 18,Atq -367,BRILEY ORR,WFO
28-Apr-22,W 18,Atq -452,ayanna atkins,WFO
28-Apr-22,W 18,Atq -421,RYLEE MULLINS,WFO
28-Apr-22,W 18,Atq -432,ryann guerrero,WFO
28-Apr-22,W 18,Atq -484,DEMARCUS GORDON,WFO
28-Apr-22,W 18,Atq -467,ESPERANZA IRWIN,WFO
28-Apr-22,W 18,Atq -396,KARMA REEVES,WFO
28-Apr-22,W 18,Atq -472,CRISTOFER BERNARD,WFO
28-Apr-22,W 18,Atq -412,tucker austin,WFO
28-Apr-22,W 18,Atq -398,salvatore hendrix,WFO
28-Apr-22,W 18,Atq -484,adyson moyer,WFO
28-Apr-22,W 18,Atq -456,adriel pace,WFO
28-Apr-22,W 18,Atq -375,KENLEY MARSH,WFO
28-Apr-22,W 18,Atq -475,london kim,WFO
28-Apr-22,W 18,Atq -331,jonah hamilton,WFO
28-Apr-22,W 18,Atq -435,dean mclaughlin,WFO
28-Apr-22,W 18,Atq -348@,weston horton,WFO
28-Apr-22,W 18,Atq -468,xiomara ruiz,WFO
28-Apr-22,W 18,Atq -368,macie callahan,WFO
28-Apr-22,W 18,Atq -475,rey novak,WFO
28-Apr-22,W 18,Atq -375,HAILEE FITZPATRICK,WFO
28-Apr-22,W 18,Atq -433,JAYCE FUENTES,WFO
28-Apr-22,W 18,Atq -423,rodrigo price,WFO
